   0.0000000e+00   3.0000000e+02   3.0000000e+02   3.0000000e+02   3.0000000e+02
   5.0000000e-01   3.2218237e+02   3.0000000e+02   3.0000000e+02   3.0000000e+02
   1.0000000e+00   3.3402812e+02   3.0000000e+02   3.0000000e+02   3.0000000e+02
   1.5000000e+00   3.4267691e+02   3.0000000e+02   3.0000000e+02   3.0000000e+02
   2.0000000e+00   3.4979068e+02   3.0000000e+02   3.0000000e+02   3.0000000e+02
   2.5000000e+00   3.5596583e+02   3.0000002e+02   3.0000000e+02   3.0000000e+02
   3.0000000e+00   3.6149024e+02   3.0000005e+02   3.0000000e+02   3.0000000e+02
   3.5000000e+00   3.6652912e+02   3.0000014e+02   3.0000000e+02   3.0000000e+02
   4.0000000e+00   3.7118773e+02   3.0000032e+02   3.0000000e+02   3.0000000e+02
   4.5000000e+00   3.7553809e+02   3.0000067e+02   3.0000000e+02   3.0000000e+02
   5.0000000e+00   3.7963203e+02   3.0000132e+02   3.0000000e+02   3.0000000e+02
   5.5000000e+00   3.8350832e+02   3.0000240e+02   3.0000000e+02   3.0000000e+02
   6.0000000e+00   3.8719687e+02   3.0000412e+02   3.0000000e+02   3.0000000e+02
   6.5000000e+00   3.9072131e+02   3.0000673e+02   3.0000000e+02   3.0000000e+02
   7.0000000e+00   3.9410070e+02   3.0001051e+02   3.0000000e+02   3.0000000e+02
   7.5000000e+00   3.9735070e+02   3.0001580e+02   3.0000000e+02   3.0000000e+02
   8.0000000e+00   4.0048432e+02   3.0002295e+02   3.0000000e+02   3.0000000e+02
   8.5000000e+00   4.0351255e+02   3.0003235e+02   3.0000000e+02   3.0000000e+02
   9.0000000e+00   4.0644474e+02   3.0004442e+02   3.0000000e+02   3.0000000e+02
   9.5000000e+00   4.0928896e+02   3.0005957e+02   3.0000000e+02   3.0000000e+02
   1.0000000e+01   4.1205219e+02   3.0007822e+02   3.0000000e+02   3.0000000e+02
   1.0500000e+01   4.1474054e+02   3.0010079e+02   3.0000000e+02   3.0000000e+02
   1.1000000e+01   4.1735941e+02   3.0012769e+02   3.0000000e+02   3.0000000e+02
   1.1500000e+01   4.1991355e+02   3.0015930e+02   3.0000000e+02   3.0000000e+02
   1.2000000e+01   4.2240721e+02   3.0019600e+02   3.0000000e+02   3.0000000e+02
